query_template,log_time_s,count
ROLLBACK,2022-05-18 18:10:09.250000+00:00,1
ROLLBACK,2022-05-18 18:10:09.500000+00:00,0
ROLLBACK,2022-05-18 18:10:09.750000+00:00,0
ROLLBACK,2022-05-18 18:10:10+00:00,0
ROLLBACK,2022-05-18 18:10:10.250000+00:00,0
ROLLBACK,2022-05-18 18:10:10.500000+00:00,0
ROLLBACK,2022-05-18 18:10:10.750000+00:00,1
ROLLBACK,2022-05-18 18:10:11+00:00,1
ROLLBACK,2022-05-18 18:10:11.250000+00:00,0
ROLLBACK,2022-05-18 18:10:11.500000+00:00,0
ROLLBACK,2022-05-18 18:10:11.750000+00:00,1
ROLLBACK,2022-05-18 18:10:12+00:00,0
ROLLBACK,2022-05-18 18:10:12.250000+00:00,0
ROLLBACK,2022-05-18 18:10:12.500000+00:00,0
ROLLBACK,2022-05-18 18:10:12.750000+00:00,0
ROLLBACK,2022-05-18 18:10:13+00:00,1
ROLLBACK,2022-05-18 18:10:13.250000+00:00,0
ROLLBACK,2022-05-18 18:10:13.500000+00:00,0
ROLLBACK,2022-05-18 18:10:13.750000+00:00,0
ROLLBACK,2022-05-18 18:10:14+00:00,0
ROLLBACK,2022-05-18 18:10:14.250000+00:00,1
ROLLBACK,2022-05-18 18:10:14.500000+00:00,0
ROLLBACK,2022-05-18 18:10:14.750000+00:00,0
ROLLBACK,2022-05-18 18:10:15+00:00,1
ROLLBACK,2022-05-18 18:10:15.250000+00:00,1
ROLLBACK,2022-05-18 18:10:15.500000+00:00,1
ROLLBACK,2022-05-18 18:10:15.750000+00:00,0
ROLLBACK,2022-05-18 18:10:16+00:00,0
ROLLBACK,2022-05-18 18:10:16.250000+00:00,0
ROLLBACK,2022-05-18 18:10:16.500000+00:00,1
ROLLBACK,2022-05-18 18:10:16.750000+00:00,0
ROLLBACK,2022-05-18 18:10:17+00:00,0
ROLLBACK,2022-05-18 18:10:17.250000+00:00,1
ROLLBACK,2022-05-18 18:10:17.500000+00:00,0
ROLLBACK,2022-05-18 18:10:17.750000+00:00,0
ROLLBACK,2022-05-18 18:10:18+00:00,0
ROLLBACK,2022-05-18 18:10:18.250000+00:00,0
ROLLBACK,2022-05-18 18:10:18.500000+00:00,0
ROLLBACK,2022-05-18 18:10:18.750000+00:00,0
ROLLBACK,2022-05-18 18:10:19+00:00,1
ROLLBACK,2022-05-18 18:10:19.250000+00:00,0
ROLLBACK,2022-05-18 18:10:19.500000+00:00,1
ROLLBACK,2022-05-18 18:10:19.750000+00:00,0
ROLLBACK,2022-05-18 18:10:20+00:00,0
ROLLBACK,2022-05-18 18:10:20.250000+00:00,1
ROLLBACK,2022-05-18 18:10:20.500000+00:00,0
ROLLBACK,2022-05-18 18:10:20.750000+00:00,0
ROLLBACK,2022-05-18 18:10:21+00:00,2
ROLLBACK,2022-05-18 18:10:21.250000+00:00,1
ROLLBACK,2022-05-18 18:10:21.500000+00:00,0
ROLLBACK,2022-05-18 18:10:21.750000+00:00,1
ROLLBACK,2022-05-18 18:10:22+00:00,0
ROLLBACK,2022-05-18 18:10:22.250000+00:00,0
ROLLBACK,2022-05-18 18:10:22.500000+00:00,1
ROLLBACK,2022-05-18 18:10:22.750000+00:00,0
ROLLBACK,2022-05-18 18:10:23+00:00,0
ROLLBACK,2022-05-18 18:10:23.250000+00:00,0
ROLLBACK,2022-05-18 18:10:23.500000+00:00,0
ROLLBACK,2022-05-18 18:10:23.750000+00:00,2
ROLLBACK,2022-05-18 18:10:24+00:00,1
ROLLBACK,2022-05-18 18:10:24.250000+00:00,0
ROLLBACK,2022-05-18 18:10:24.500000+00:00,0
ROLLBACK,2022-05-18 18:10:24.750000+00:00,0
ROLLBACK,2022-05-18 18:10:25+00:00,0
ROLLBACK,2022-05-18 18:10:25.250000+00:00,0
ROLLBACK,2022-05-18 18:10:25.500000+00:00,1
ROLLBACK,2022-05-18 18:10:25.750000+00:00,1
ROLLBACK,2022-05-18 18:10:26+00:00,1
ROLLBACK,2022-05-18 18:10:26.250000+00:00,0
ROLLBACK,2022-05-18 18:10:26.500000+00:00,0
ROLLBACK,2022-05-18 18:10:26.750000+00:00,0
ROLLBACK,2022-05-18 18:10:27+00:00,0
ROLLBACK,2022-05-18 18:10:27.250000+00:00,0
ROLLBACK,2022-05-18 18:10:27.500000+00:00,0
ROLLBACK,2022-05-18 18:10:27.750000+00:00,0
ROLLBACK,2022-05-18 18:10:28+00:00,0
ROLLBACK,2022-05-18 18:10:28.250000+00:00,0
ROLLBACK,2022-05-18 18:10:28.500000+00:00,0
ROLLBACK,2022-05-18 18:10:28.750000+00:00,0
ROLLBACK,2022-05-18 18:10:29+00:00,0
ROLLBACK,2022-05-18 18:10:29.250000+00:00,0
ROLLBACK,2022-05-18 18:10:29.500000+00:00,0
ROLLBACK,2022-05-18 18:10:29.750000+00:00,0
ROLLBACK,2022-05-18 18:10:30+00:00,0
ROLLBACK,2022-05-18 18:10:30.250000+00:00,0
ROLLBACK,2022-05-18 18:10:30.500000+00:00,1
ROLLBACK,2022-05-18 18:10:30.750000+00:00,0
ROLLBACK,2022-05-18 18:10:31+00:00,2
ROLLBACK,2022-05-18 18:10:31.250000+00:00,0
ROLLBACK,2022-05-18 18:10:31.500000+00:00,0
ROLLBACK,2022-05-18 18:10:31.750000+00:00,0
ROLLBACK,2022-05-18 18:10:32+00:00,2
ROLLBACK,2022-05-18 18:10:32.250000+00:00,1
ROLLBACK,2022-05-18 18:10:32.500000+00:00,0
ROLLBACK,2022-05-18 18:10:32.750000+00:00,0
ROLLBACK,2022-05-18 18:10:33+00:00,0
ROLLBACK,2022-05-18 18:10:33.250000+00:00,1
ROLLBACK,2022-05-18 18:10:33.500000+00:00,1
ROLLBACK,2022-05-18 18:10:33.750000+00:00,0
ROLLBACK,2022-05-18 18:10:34+00:00,0
ROLLBACK,2022-05-18 18:10:34.250000+00:00,0
ROLLBACK,2022-05-18 18:10:34.500000+00:00,1
"SELECT * FROM (SELECT n.nspname,c.relname,a.attname,a.atttypid,a.attnotnull OR (t.typtype = $1 AND t.typnotnull) AS attnotnull,a.atttypmod,a.attlen,t.typtypmod,row_number() OVER (PARTITION BY a.attrelid ORDER BY a.attnum) AS attnum, nullif(a.attidentity, $2) as attidentity,nullif(a.attgenerated, $3) as attgenerated,pg_catalog.pg_get_expr(def.adbin, def.adrelid) AS adsrc,dsc.description,t.typbasetype,t.typtype FROM pg_catalog.pg_namespace n JOIN pg_catalog.pg_class c ON (c.relnamespace = n.oid) JOIN pg_catalog.pg_attribute a ON (a.attrelid=c.oid) JOIN pg_catalog.pg_type t ON (a.atttypid = t.oid) LEFT JOIN pg_catalog.pg_attrdef def ON (a.attrelid=def.adrelid AND a.attnum = def.adnum) LEFT JOIN pg_catalog.pg_description dsc ON (c.oid=dsc.objoid AND a.attnum = dsc.objsubid) LEFT JOIN pg_catalog.pg_class dc ON (dc.oid=dsc.classoid AND dc.relname=$4) LEFT JOIN pg_catalog.pg_namespace dn ON (dc.relnamespace=dn.oid AND dn.nspname=$5) WHERE c.relkind in ($6,$7,$8,$9,$10) and a.attnum > $11 AND NOT a.attisdropped AND n.nspname LIKE $12 AND c.relname LIKE $13) c WHERE true ORDER BY nspname,c.relname,attnum",2022-05-18 18:10:03+00:00,9
SELECT * FROM pg_stat_archiver,2022-05-18 18:10:35.250000+00:00,1
SELECT * FROM pg_stat_bgwriter,2022-05-18 18:10:35.250000+00:00,1
SELECT * FROM pg_stat_database,2022-05-18 18:10:35.250000+00:00,1
SELECT * FROM pg_stat_database_conflicts,2022-05-18 18:10:35.250000+00:00,1
SELECT * FROM pg_stat_user_indexes,2022-05-18 18:10:35.250000+00:00,1
SELECT * FROM pg_stat_user_tables,2022-05-18 18:10:35.250000+00:00,1
SELECT * FROM pg_statio_user_indexes,2022-05-18 18:10:35.250000+00:00,1
SELECT * FROM pg_statio_user_tables,2022-05-18 18:10:35.250000+00:00,1
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:03.250000+00:00,1
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:03.500000+00:00,0
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:03.750000+00:00,0
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:04+00:00,4
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:04.250000+00:00,0
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:04.500000+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:04.750000+00:00,6
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:05+00:00,5
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:05.250000+00:00,0
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:05.500000+00:00,5
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:05.750000+00:00,1
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:06+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:06.250000+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:06.500000+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:06.750000+00:00,7
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:07+00:00,0
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:07.250000+00:00,1
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:07.500000+00:00,3
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:07.750000+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:08+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:08.250000+00:00,1
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:08.500000+00:00,5
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:08.750000+00:00,3
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:09+00:00,4
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:09.250000+00:00,5
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:09.500000+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:09.750000+00:00,1
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:10+00:00,1
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:10.250000+00:00,3
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:10.500000+00:00,3
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:10.750000+00:00,0
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:11+00:00,0
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:11.250000+00:00,4
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:11.500000+00:00,1
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:11.750000+00:00,3
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:12+00:00,0
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:12.250000+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:12.500000+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:12.750000+00:00,3
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:13+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:13.250000+00:00,4
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:13.500000+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:13.750000+00:00,0
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:14+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:14.250000+00:00,3
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:14.500000+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:14.750000+00:00,1
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:15+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:15.250000+00:00,4
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:15.500000+00:00,5
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:15.750000+00:00,8
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:16+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:16.250000+00:00,3
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:16.500000+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:16.750000+00:00,3
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:17+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:17.250000+00:00,1
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:17.500000+00:00,2
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:17.750000+00:00,4
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:18+00:00,5
"SELECT COUNT(DISTINCT (S_I_ID)) AS STOCK_COUNT FROM order_line, stock WHERE OL_W_ID = $1 AND OL_D_ID = $2 AND OL_O_ID < $3 AND OL_O_ID >= $4 AND S_W_ID = $5 AND S_I_ID = OL_I_ID AND S_QUANTITY < $6",2022-05-18 18:10:18.250000+00:00,4
